schedule_id,day_id,activity_id,raw_activity,raw_time,weekday,start,duration
112,6,196,Pickleball - rotations,2:30 - 3:30 pm,fr,870,60
112,4,197,Table Tennis - adult,3:45 - 4:45 pm,we,945,60
112,4,197,Table Tennis - adult,4:45 - 5:45 pm,we,1005,60
112,6,197,Table Tennis - adult,7 - 8 pm,fr,1140,60
112,6,197,Table Tennis - adult,8 - 9 pm,fr,1200,60
113,1,72,Kindergym,8:30 - 9:30 am,su,510,60
113,1,72,Kindergym,9:30 - 10:30 am,su,570,60
113,1,72,Kindergym,10:30 - 11:30 am,su,630,60
113,2,31,Open Gym,1:30 - 2:30 pm,mo,810,60
113,2,31,Open Gym,2:30 - 3:30 pm,mo,870,60
113,3,31,Open Gym,2:45 - 4:45 pm,tu,885,120
113,3,31,Open Gym,4:45 - 5:45 pm,tu,1005,60
113,4,31,Open Gym,3:45 - 4:45 pm,we,945,60
113,5,31,Open Gym,3:45 - 4:45 pm,th,945,60
113,5,31,Open Gym,4:45 - 5:45 pm,th,1005,60
113,5,31,Open Gym,5:45 - 6:45 pm,th,1065,60
113,1,31,Open Gym,2 - 3 pm,su,840,60
113,1,31,Open Gym,3 - 4 pm,su,900,60
113,3,198,Open Gym - youth,3:45 - 4:45 pm,tu,945,60
113,5,198,Open Gym - youth,3:45 - 4:45 pm,th,945,60
113,6,198,Open Gym - youth,3:45 - 4:45 pm,fr,945,60
113,3,76,Open Gym - family,4:45 - 5:45 pm,tu,1005,60
113,5,76,Open Gym - family,4:45 - 5:45 pm,th,1005,60
113,6,76,Open Gym - family,4:45 - 5:45 pm,fr,1005,60
113,2,34,Basketball - adult,11 am - noon,mo,660,60
113,2,34,Basketball - adult,Noon - 1 pm,mo,720,60
113,3,34,Basketball - adult,11 am - noon,tu,660,60
113,3,34,Basketball - adult,Noon - 1 pm,tu,720,60
113,5,34,Basketball - adult,11 am - noon,th,660,60
113,5,34,Basketball - adult,Noon - 1 pm,th,720,60
113,6,34,Basketball - adult,11 am - noon,fr,660,60
113,6,34,Basketball - adult,Noon - 1 pm,fr,720,60
113,1,199,Rockwall,8:30 - 9:30 am,su,510,60
113,1,199,Rockwall,9:30 - 10:30 am,su,570,60
113,1,199,Rockwall,10:30 - 11:30 am,su,630,60
113,2,54,Volleyball - adult,8 - 9 pm,mo,1200,60
113,2,54,Volleyball - adult,9 - 10 pm,mo,1260,60
113,3,54,Volleyball - adult,11 am - noon,tu,660,60
113,3,54,Volleyball - adult,Noon - 1 pm,tu,720,60
113,5,54,Volleyball - adult,11 am - noon,th,660,60
113,5,54,Volleyball - adult,Noon - 1 pm,th,720,60
113,7,54,Volleyball - adult,6 - 7 pm,sa,1080,60
113,7,54,Volleyball - adult,7 - 8 pm,sa,1140,60
113,2,200,Volleyball - youth,8:45 - 9 :45 pm,mo,1245,60
114,3,34,Basketball - adult,6 - 7:30 pm,tu,1080,90
114,3,34,Basketball - adult,7:30 - 9 pm,tu,1170,90
114,5,34,Basketball - adult,6 - 7:30 pm,th,1080,90
114,6,34,Basketball - adult,Noon - 1 pm,fr,720,60
114,6,32,Basketball - child,7 - 8 pm,fr,1140,60
114,6,33,Basketball - youth,8 - 9 pm,fr,1200,60
114,4,72,Kindergym,9:30 - 10:30 am,we,570,60
114,5,54,Volleyball - adult,8 - 9:30 pm,th,1200,90
115,3,101,Badminton - adult,Noon - 1 pm,tu,720,60
115,3,102,Pickleball - adult,9:30 - 10:30 am,tu,570,60
115,4,102,Pickleball - adult,Noon - 1 pm,we,720,60
115,5,102,Pickleball - adult,10:30 - 11:30 am,th,630,60
116,4,101,Badminton - adult,6 - 8 pm,we,1080,120
116,5,101,Badminton - adult,3 - 4 pm,th,900,60
116,5,101,Badminton - adult,4 - 5 pm,th,960,60
116,5,101,Badminton - adult,5 - 6 pm,th,1020,60
116,1,49,Badminton - family,2:30 - 4:30 pm,su,870,120
116,2,34,Basketball - adult,8 - 10 pm,mo,1200,120
116,1,34,Basketball - adult,Noon - 2 pm,su,720,120
116,2,54,Volleyball - adult,5:45 - 7:45 pm,mo,1065,120
116,3,54,Volleyball - adult,6:15 - 8:15 pm,tu,1095,120
116,7,54,Volleyball - adult,2 - 4 pm,sa,840,120
116,7,54,Volleyball - adult,4 - 6 pm,sa,960,120
116,2,197,Table tennis - adult,6 - 7 pm,mo,1080,60
117,4,201,Badminton - Plastics advanced - adult,8 - 10 pm,we,1200,120
117,5,202,Badminton - Feather advanced - adult,6 - 8 pm,th,1080,120
117,5,202,Badminton - Feather advanced - adult,8 - 10 pm,th,1200,120
117,1,202,Badminton - Feather advanced - adult,4:30 - 6:30 pm,su,990,120
118,3,6,Public skating,9 - 9:50 pm,tu,1260,50
118,6,6,Public skating,6 - 6:50 pm,fr,1080,50
118,1,6,Public skating,4 - 4:50 pm,su,960,50
118,6,28,Family skating,5 - 5:50 pm,fr,1020,50
118,1,28,Family skating,3 - 3:50 pm,su,900,50
118,2,109,Adult (18+) skating,4 - 4:50 pm,mo,960,50
119,3,6,Public skating,5 - 5:50 pm,tu,1020,50
119,7,6,Public skating,9 - 9:50 pm,sa,1260,50
119,1,6,Public skating,4 - 4:50 pm,su,960,50
119,3,28,Family skating,4 - 4:50 pm,tu,960,50
119,7,28,Family skating,8 - 8:50 pm,sa,1200,50
119,1,28,Family skating,3 - 3:50 pm,su,900,50
120,2,4,Figure skating,5 - 5:50 pm,mo,1020,50
120,3,4,Figure skating,8 - 8:50 pm,tu,1200,50
121,7,4,Figure skating,10 to 10:50 pm,sa,1320,50
122,3,1,Lane swim,7 - 8:30 am,tu,420,90
122,3,1,Lane swim,Noon - 1 pm,tu,720,60
122,3,1,Lane swim,6 - 7:30 pm,tu,1080,90
122,3,1,Lane swim,8:30 - 9:30pm,tu,1230,60
122,4,1,Lane swim,11 am - 1 pm,we,660,120
122,4,1,Lane swim,8:30 - 9:30 pm,we,1230,60
122,5,1,Lane swim,7 - 11 am,th,420,240
122,5,1,Lane swim,6 - 9:30 pm,th,1080,210
122,6,1,Lane swim,11 am - 1 pm,fr,660,120
122,7,1,Lane swim,11 am - 1 pm,sa,660,120
122,1,1,Lane swim,11 am - 1 pm,su,660,120
122,3,203,Lane swim (shared pool),8:30 am - noon,tu,510,210
122,7,2,Public swim,1 - 3 pm,sa,780,120
122,1,2,Public swim,1 - 3 pm,su,780,120
122,6,107,Women's only swim,6:30 - 9:30 pm,fr,1110,180
122,3,204,Preschool swim (shared pool),10 am - noon,tu,600,120
122,3,7,Aqua general deep,7:30 - 8:30 pm,tu,1170,60
122,4,7,Aqua general deep,8 - 9 am,we,480,60
122,4,7,Aqua general deep,9 - 10 am,we,540,60
122,4,7,Aqua general deep,10 - 11 am,we,600,60
122,6,7,Aqua general deep,8 - 9 am,fr,480,60
122,6,7,Aqua general deep,9 - 10 am,fr,540,60
122,6,7,Aqua general deep,10 - 11 am,fr,600,60
122,3,8,Aqua general shallow,7:30 - 8:30 pm,tu,1170,60
122,4,8,Aqua general shallow,8 - 9 am,we,480,60
122,4,8,Aqua general shallow,9 - 10 am,we,540,60
122,4,8,Aqua general shallow,10 - 11 am,we,600,60
122,6,8,Aqua general shallow,8 - 9 am,fr,480,60
122,6,8,Aqua general shallow,9 - 10 am,fr,540,60
122,6,8,Aqua general shallow,10 - 11 am,fr,600,60
123,2,1,Lane swim,11 am - 1 pm,mo,660,120
123,2,1,Lane swim,8:30 - 9:30 pm,mo,1230,60
123,3,1,Lane swim,7 - 8:30 am,tu,420,90
123,3,1,Lane swim,Noon - 1 pm,tu,720,60
123,3,1,Lane swim,8:30 - 9:30 pm,tu,1230,60
123,4,1,Lane swim,11 am - 1 pm,we,660,120
123,4,1,Lane swim,8:30 - 9:30 pm,we,1230,60
123,5,1,Lane swim,7 am - 1 pm,th,420,360
123,5,1,Lane swim,8:30 - 9:30 pm,th,1230,60
123,6,1,Lane swim,11 am - 1 pm,fr,660,120
123,7,1,Lane swim,Noon - 1 pm,sa,720,60
123,7,1,Lane swim,7:30 - 8:30 pm,sa,1170,60
123,1,1,Lane swim,Noon - 1 pm,su,720,60
123,1,1,Lane swim,7 - 8 pm,su,1140,60
123,3,203,Lane swim (shared pool),8:30 - 11 am,tu,510,150
123,7,2,Public swim,1 - 3 pm,sa,780,120
123,7,2,Public swim,6:30 - 7:30 pm,sa,1110,60
123,1,2,Public swim,1 - 3 pm,su,780,120
123,6,107,Women's only swim,8:30 - 9:30 pm,fr,1230,60
123,3,204,Preschool swim (shared pool),10 - 11 am,tu,600,60
123,2,7,Aqua general deep,8 - 9 am,mo,480,60
123,2,7,Aqua general deep,9 - 10 am,mo,540,60
123,2,7,Aqua general deep,10 - 11 am,mo,600,60
123,3,7,Aqua general deep,7:30 - 8:30 pm,tu,1170,60
123,4,7,Aqua general deep,8 - 9 am,we,480,60
123,4,7,Aqua general deep,9 - 10 am,we,540,60
123,4,7,Aqua general deep,10 - 11 am,we,600,60
123,6,7,Aqua general deep,8 - 9 am,fr,480,60
123,6,7,Aqua general deep,9 - 10 am,fr,540,60
123,6,7,Aqua general deep,10 - 11 am,fr,600,60
123,2,8,Aqua general shallow,8 - 9 am,mo,480,60
123,2,8,Aqua general shallow,9 - 10 am,mo,540,60
123,2,8,Aqua general shallow,10 - 11 am,mo,600,60
123,3,8,Aqua general shallow,7:30 - 8:30 pm,tu,1170,60
123,4,8,Aqua general shallow,8 - 9 am,we,480,60
123,4,8,Aqua general shallow,9 - 10 am,we,540,60
123,4,8,Aqua general shallow,10 - 11 am,we,600,60
123,6,8,Aqua general shallow,8 - 9 am,fr,480,60
123,6,8,Aqua general shallow,9 - 10 am,fr,540,60
123,6,8,Aqua general shallow,10 - 11 am,fr,600,60
124,4,189,Strength and balance - older adult,11:30 am - 12:30 pm,we,690,60
124,6,189,Strength and balance - older adult,11:30 am - 12:30 pm,fr,690,60
125,2,13,Weight and cardio room,7 am - 10 pm,mo,420,900
125,3,13,Weight and cardio room,7 am - 10 pm,tu,420,900
125,4,13,Weight and cardio room,7 am - 10 pm,we,420,900
125,5,13,Weight and cardio room,7 am - 10 pm,th,420,900
125,6,13,Weight and cardio room,7 am - 10 pm,fr,420,900
125,7,13,Weight and cardio room,8 am - 8 pm,sa,480,720
125,1,13,Weight and cardio room,8 am - 8 pm,su,480,720
126,2,193,Cardio 50+,9 - 9:55 am,mo,540,55
126,3,193,Cardio 50+,9 - 9:55 am,tu,540,55
126,5,193,Cardio 50+,9 - 9:55 am,th,540,55
126,7,193,Cardio 50+,8:30 - 9:25 am,sa,510,55
126,1,193,Cardio 50+,9 - 9:55 am,su,540,55
126,4,16,Cardio and strength 50+,9 - 9:55 am,we,540,55
126,1,16,Cardio and strength 50+,9 - 10 am,su,540,60
126,3,205,Stretch and strength 50+,10 - 10:30 am,tu,600,30
126,5,205,Stretch and strength 50+,10 - 10:30 am,th,600,30
126,7,205,Stretch and strength 50+,9:30 - 10 am,sa,570,30
126,1,205,Stretch and strength 50+,10 - 10:30 am,su,600,30
126,3,19,Yoga,6 - 7 pm,tu,1080,60
126,4,19,Yoga,10 - 10:55 am,we,600,55
126,4,19,Yoga,7:15 - 8:15 pm,we,1155,60
126,2,17,Zumba,6 - 7 pm,mo,1080,60
126,4,17,Zumba,6 - 7 pm,we,1080,60
126,6,17,Zumba,6 - 7 pm,fr,1080,60
126,7,17,Zumba,10 - 10:55 am,sa,600,55
126,3,20,HIIT,5 - 5:55 pm,tu,1020,55
126,5,20,HIIT,5 - 5:55 pm,th,1020,55
126,2,14,Pilates,10 - 10:30 am,mo,600,30
126,6,14,Pilates,10 - 10:30 am,fr,600,30
126,6,66,Strength 50+,9 - 9:55 am,fr,540,55
127,3,101,Badminton - adult,1 - 2 pm,tu,780,60
127,4,101,Badminton - adult,7 - 9 pm,we,1140,120
127,1,101,Badminton - adult,5 - 7 pm,su,1020,120
127,4,206,Badminton - parent with child,6 - 7 pm,we,1080,60
127,1,206,Badminton - parent with child,4 - 5 pm,su,960,60
127,1,197,Table tennis - adult,3 - 5 pm,su,900,120
128,2,34,Basketball - adult,7:30 - 9:30 pm,mo,1170,120
128,6,34,Basketball - adult,7:30 - 9:30 pm,fr,1170,120
128,7,34,Basketball - adult,4 - 6 pm,sa,960,120
128,2,33,Basketball - youth,6:15 - 7:15 pm,mo,1095,60
128,6,33,Basketball - youth,6:15 - 7:15 pm,fr,1095,60
128,1,32,Basketball - child,10 - 11 am,su,600,60
128,2,31,Open gym *Reservations not required,9 - 10 am,mo,540,60
128,2,31,Open gym *Reservations not required,10 - 11 am,mo,600,60
128,2,31,Open gym *Reservations not required,11 am - noon,mo,660,60
128,2,31,Open gym *Reservations not required,1 - 2 pm,mo,780,60
128,3,31,Open gym *Reservations not required,9 - 10 am,tu,540,60
128,3,31,Open gym *Reservations not required,10 - 11 am,tu,600,60
128,3,31,Open gym *Reservations not required,11 am - noon,tu,660,60
128,4,31,Open gym *Reservations not required,10 - 11 am,we,600,60
128,4,31,Open gym *Reservations not required,11 am - noon,we,660,60
128,4,31,Open gym *Reservations not required,1 - 2 pm,we,780,60
128,5,31,Open gym *Reservations not required,9 - 10 am,th,540,60
128,5,31,Open gym *Reservations not required,10 - 11 am,th,600,60
128,5,31,Open gym *Reservations not required,11 am - noon,th,660,60
128,5,31,Open gym *Reservations not required,1 - 2 pm,th,780,60
128,7,31,Open gym *Reservations not required,11 am - 2 pm,sa,660,180
128,1,31,Open gym *Reservations not required,9 - 10 am,su,540,60
128,1,31,Open gym *Reservations not required,10 - 11 am,su,600,60
128,1,31,Open gym *Reservations not required,11 am - noon,su,660,60
128,4,76,Open gym - family,9 - 10 am,we,540,60
128,1,76,Open gym - family,9 - 10 am,su,540,60
129,4,4,Figure skating,8 - 8:50 pm,we,1200,50
129,5,138,Hockey 18+,11 - 11:50 am,th,660,50
129,1,207,Speed skating,11 - 11:50 am,su,660,50
130,5,6,Public skating,10 - 10:50 am,th,600,50
130,7,6,Public skating,3 - 3:50 pm,sa,900,50
130,1,6,Public skating,Noon - 12:50 pm,su,720,50
130,7,28,Family skating,2 - 2:50 pm,sa,840,50
130,4,109,Adult 18+ skating,9 - 9:50 pm,we,1260,50
131,3,6,Public skating,1:15 - 2:05 pm,tu,795,50
131,4,6,Public skating,1 - 1:50 pm,we,780,50
131,5,6,Public skating,1 - 1:50 pm,th,780,50
131,6,6,Public skating,7:15 - 8:05 pm,fr,1155,50
131,1,6,Public skating,12:15 -1:05 pm,su,735,50
131,1,6,Public skating,1:15 - 2:05 pm,su,795,50
132,3,172,18+ Pick-up hockey,12:15 - 1:05 pm,tu,735,50
132,4,172,18+ Pick-up hockey,Noon - 12:50 pm,we,720,50
132,5,172,18+ Pick-up hockey,Noon - 12:50 pm,th,720,50
133,2,1,Lane swim,9:30 -10:45 am,mo,570,75
133,2,1,Lane swim,11:45 am - 1 pm,mo,705,75
133,2,1,Lane swim,8 - 9 pm,mo,1200,60
133,3,1,Lane swim,7:30 - 9:30 am,tu,450,120
133,3,1,Lane swim,11:30 am - 1 pm,tu,690,90
133,3,1,Lane swim,8 - 9 pm,tu,1200,60
133,4,1,Lane swim,9:30 - 10:45 am,we,570,75
133,4,1,Lane swim,11:45 - 1 pm,we,1425,795
133,5,1,Lane swim,7:30 - 9:30 am,th,450,120
133,5,1,Lane swim,11:30 am - 1 pm,th,690,90
133,5,1,Lane swim,8 - 9 pm,th,1200,60
133,6,1,Lane swim,9:30 - 10:45 am,fr,570,75
133,6,1,Lane swim,11:45 - 1 pm,fr,1425,795
133,6,1,Lane swim,7:30 - 9 pm,fr,1170,90
133,7,1,Lane swim,Noon - 1 pm,sa,720,60
133,1,1,Lane swim,Noon - 1 pm,su,720,60
133,2,208,Half lane swim,7:30 - 9:30 am,mo,450,120
133,2,208,Half lane swim,10:45 - 11:45 am,mo,645,60
133,3,208,Half lane swim,9:30 - 11:30 am,tu,570,120
133,4,208,Half lane swim,7:30 - 9:30 am,we,450,120
133,4,208,Half lane swim,10:45 - 11:45 am,we,645,60
133,4,208,Half lane swim,7:30 - 9 pm,we,1170,90
133,5,208,Half lane swim,9:30 - 11:30 am,th,570,120
133,6,208,Half lane swim,7:30 - 9:30 am,fr,450,120
133,6,208,Half lane swim,10:45 - 11:45 am,fr,645,60
133,2,209,Hot tub and steam room,7:30 am - 2 pm,mo,450,390
133,2,209,Hot tub and steam room,8 - 9 pm,mo,1200,60
133,3,209,Hot tub and steam room,7:30 am - 2 pm,tu,450,390
133,3,209,Hot tub and steam room,8 - 9 pm,tu,1200,60
133,4,209,Hot tub and steam room,7:30 am - 2 pm,we,450,390
133,4,209,Hot tub and steam room,6 - 9 pm,we,1080,180
133,5,209,Hot tub and steam room,7:30 am - 2 pm,th,450,390
133,5,209,Hot tub and steam room,8 - 9 pm,th,1200,60
133,6,209,Hot tub and steam room,7:30 am - 2 pm,fr,450,390
133,6,209,Hot tub and steam room,6 - 9 pm,fr,1080,180
133,7,209,Hot tub and steam room,Noon - 4 pm,sa,720,240
133,1,209,Hot tub and steam room,Noon - 4 pm,su,720,240
133,4,2,Public swim,6 - 7:30 pm,we,1080,90
133,6,2,Public swim,6 - 7:30 pm,fr,1080,90
133,7,2,Public swim,1 - 4 pm,sa,780,180
133,1,2,Public swim,1 - 4 pm,su,780,180
133,2,36,Preschool swim,8:30 - 10 am,mo,510,90
133,4,36,Preschool swim,8:30 - 10 am,we,510,90
133,6,36,Preschool swim,8:30 - 10 am,fr,510,90
133,7,36,Preschool swim,Noon - 1 pm,sa,720,60
133,1,36,Preschool swim,Noon - 1 pm,su,720,60
133,2,210,Aquafit general - shallow,7:30 - 8:30 am,mo,450,60
133,2,210,Aquafit general - shallow,8:30 - 9:30 am,mo,510,60
133,3,210,Aquafit general - shallow,1 - 2 pm,tu,780,60
133,4,210,Aquafit general - shallow,7:30 - 8:30 am,we,450,60
133,4,210,Aquafit general - shallow,8:30 - 9:30 am,we,510,60
133,5,210,Aquafit general - shallow,1 - 2 pm,th,780,60
133,6,210,Aquafit general - shallow,7:30 - 8:30 am,fr,450,60
133,6,210,Aquafit general - shallow,8:30 - 9:30 am,fr,510,60
133,2,211,Aquafit general - deep,9:30 - 10:30 am,mo,570,60
133,3,211,Aquafit general - deep,8:30 - 9:30 am,tu,510,60
133,4,211,Aquafit general - deep,9:30 - 10:30 am,we,570,60
133,5,211,Aquafit general - deep,8:30 - 9:30 am,th,510,60
133,6,211,Aquafit general - deep,9:30 - 10:30 am,fr,570,60
133,2,212,Aquafit lite,10:45 - 11:45 am,mo,645,60
133,2,212,Aquafit lite,1 - 2 pm,mo,780,60
133,3,212,Aquafit lite,9:30 - 10:30 am,tu,570,60
133,4,212,Aquafit lite,10:45 - 11:45 am,we,645,60
133,4,212,Aquafit lite,1 - 2 pm,we,780,60
133,5,212,Aquafit lite,9:30 - 10:30 am,th,570,60
133,6,212,Aquafit lite,10:45 - 11:45 am,fr,645,60
133,6,212,Aquafit lite,1 - 2 pm,fr,780,60
134,2,13,Weight and cardio room,6:30 am - 9 pm,mo,390,870
134,3,13,Weight and cardio room,6:30 am - 9 pm,tu,390,870
134,4,13,Weight and cardio room,6:30 am - 9 pm,we,390,870
134,5,13,Weight and cardio room,6:30 am - 9 pm,th,390,870
134,6,13,Weight and cardio room,6:30 am - 9 pm,fr,390,870
134,7,13,Weight and cardio room,8 am - 8 pm,sa,480,720
134,1,13,Weight and cardio room,8 am - 8 pm,su,480,720
135,2,168,Cardio and strength - older adult,9:15 - 10:15 am,mo,555,60
135,4,168,Cardio and strength - older adult,9:15 - 10:15 am,we,555,60
135,5,168,Cardio and strength - older adult,9:30 - 10:30 am,th,570,60
135,2,213,Cardio and strength - older adult lite,9:30 - 10:30 am,mo,570,60
135,4,213,Cardio and strength - older adult lite,9:30 - 10:30 am,we,570,60
135,2,214,Strength TMC -older adult,10:20 - 11:20 am,mo,620,60
135,4,214,Strength TMC -older adult,10:20 - 11:20 am,we,620,60
135,3,189,Strength and Balance - older adult,9:30 - 10:30 am,tu,570,60
135,2,19,Yoga,10:35 - 11:35 am,mo,635,60
135,3,19,Yoga,10:20 - 11:20 am,tu,620,60
135,5,19,Yoga,10:20 -11:20 am,th,620,60
135,3,17,Zumba,9:15 - 10:15 am,tu,555,60
135,5,17,Zumba,9:15 - 10:15 am,th,555,60
136,2,168,Cardio and strength - older adult,9:15 - 10:15 am,mo,555,60
136,4,168,Cardio and strength - older adult,9:15 - 10:15 am,we,555,60
136,5,168,Cardio and strength - older adult,9:30 - 10:30 am,th,570,60
136,2,213,Cardio and strength - older adult lite,9:30 - 10:30 am,mo,570,60
136,4,213,Cardio and strength - older adult lite,9:30 - 10:30 am,we,570,60
136,2,214,Strength TMC -older adult,10:20 - 11:20 am,mo,620,60
136,4,214,Strength TMC -older adult,10:20 - 11:20 am,we,620,60
136,3,189,Strength and Balance - older adult,9:30 - 10:30 am,tu,570,60
136,3,215,Stretch and strength - older adult,11 am - noon,tu,660,60
136,5,215,Stretch and strength - older adult,11 am - noon,th,660,60
136,2,19,Yoga,10:35 - 11:35 am,mo,635,60
136,3,19,Yoga,10:20 - 11:20 am,tu,620,60
136,5,19,Yoga,10:20 -11:20 am,th,620,60
136,3,17,Zumba,9:15 - 10:15 am,tu,555,60
136,5,17,Zumba,9:15 - 10:15 am,th,555,60
137,2,216,"Squash Courts 2, 3, 4, and 5",6:30 am - 8:30 pm,mo,390,840
137,3,216,"Squash Courts 2, 3, 4, and 5",6:30 am - 8:30 pm,tu,390,840
137,4,216,"Squash Courts 2, 3, 4, and 5",6:30 am - 8:30 pm,we,390,840
137,5,216,"Squash Courts 2, 3, 4, and 5",6:30 am - 8:30 pm,th,390,840
137,6,216,"Squash Courts 2, 3, 4, and 5",6:30 am - 8:30 pm,fr,390,840
137,7,216,"Squash Courts 2, 3, 4, and 5",8:30 am - 7:30 pm,sa,510,660
137,1,216,"Squash Courts 2, 3, 4, and 5",8:30 am - 7:30 pm,su,510,660
138,6,72,Kindergym,10 - 11:30 am,fr,600,90
139,6,6,Public skating,7:15 - 8:05 pm,fr,1155,50
139,7,6,Public skating,11:15 am - 12:05 pm,sa,675,50
139,7,6,Public skating,12:15 - 1:05 pm,sa,735,50
139,1,6,Public skating,11:15 am - 12:05 pm,su,675,50
139,1,6,Public skating,12:15 - 1:05 pm,su,735,50
